artists,album_name,track_name,danceability,energy,track_genre
Edmundo Rivero,Tangos Clásicos Vol. 1,Yira Yira,0.546,0.252,tango
Julio Sosa,Presentando a Julio Sosa,Nada,0.348,0.708,tango
Roberto Goyeneche;Osvaldo Berlingieri y su Orquesta,Inolvidables RCA - 20 Grandes Exitos - Volumen 2,Mi Buenos Aires Querido (with Osvaldo Berlingieri Y Su Orquesta),0.395,0.375,tango
Tita Merello,Tita De Buenos Aires,Arrabalera,0.62,0.268,tango
Julio Sosa;Armando Pontier y su Orquesta,Cambalache,Uno (with Armando Pontier y su Orquesta),0.369,0.638,tango
Edmundo Rivero,Edmundo Rivero: Edmundo Rivero Canta A Discepolo / Tangos Que Hicieron Época,Malevaje,0.526,0.435,tango
Julio Sosa;Armando Pontier,Tango Classics 180: La Ultima Copa,Al Mundo Le Falta un Tornillo,0.446,0.42,tango
Tita Merello;Francisco Canaro Y Su Orquesta Tipica,Serie De Oro,Pipistrela,0.754,0.34,tango
Juan D'Arienzo;Héctor Mauré,"Tangos para Aficionados, Vol. 1",Uno,0.453,0.365,tango
Roberto Goyeneche,Historia de Oro,Naranjo en Flor (En Directo),0.581,0.371,tango
Roberto Goyeneche,La Última Curda,Como Dos Extraños,0.449,0.36,tango
Jorge Falcón,Mis 30 Mejores Tangos,Pasional,0.416,0.455,tango
Astor Piazzolla;Klein High School Chamber Orchestra;Creston Herron;Javier Pinell,2021 Midwest Clinic: Klein High School Chamber Orchestra (Live),"4 Estaciones Porteñas: No. 3, Primavera Porteña (Arr. L. Desyatnikov for String Orchestra) [Live]",0.385,0.221,tango
Julio Sosa,El varón del tango (Remastered),Rencor - Remastered,0.495,0.505,tango
Juan D'Arienzo,"Tangos para Aficionados, Vol. 1",La Morocha,0.753,0.236,tango
Julio Sosa;Leopoldo Federico y su Orquesta,El Firulete,Que Falta Que Me Haces (with Leopoldo Federico y Su Orquesta),0.453,0.616,tango
Julio Sosa;Armando Pontier y su Orquesta,30 Aniversario 1964/1994,Uno (with Armando Pontier y su Orquesta),0.377,0.604,tango
Roberto Goyeneche;Orquesta Tipica Porteña,Antologia Roberto Goyeneche,Malena (with Orquesta Tipica Porteña),0.523,0.467,tango
Julio Sosa,Presentando a Julio Sosa,Qué Me Van a Hablar de Amor,0.352,0.616,tango
Alfredo De Angelis;Carlos Dante,Yo Soy El Tango,Fumando Espero,0.585,0.454,tango
Julio Sosa;Leopoldo Federico y su Orquesta,El Firulete,El Firulete (with Leopoldo Federico y Su Orquesta),0.48,0.674,tango
Alberto Castillo,Alberto Castillo - Asi se baila el tango,Muñeca brava,0.645,0.285,tango
Argentino Ledesma,Argentino Ledesma - Fumando espero,Historia de un amor,0.528,0.487,tango
Alfredo De Angelis;Oscar Larroca,Yo Soy El Tango,Lágrimas De Sangre,0.661,0.293,tango
Julio Sosa;Leopoldo Federico y su Orquesta,El Varón del Tango,La Cumparsita (with Leopoldo Federico y Su Orquesta),0.48,0.598,tango
Alberto Castillo;Ricardo Tanturi Y Su Orquesta,Así Se Baila El Tango,Que Nadie Sepa Mi Sufrir,0.484,0.53,tango
Charlo,Oro y Plata,Ave de Paso,0.541,0.264,tango
Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,15 Grandes Exitos - Los Discos De Oro De Roberto Goyeneche,Sur,0.423,0.401,tango
Carlos Gardel;Francisco Canaro Y Su Orquesta Tipica,La Historia Completa De Carlos Gardel - Volumen 18,Yo No Se Que Me Han Hecho Tus Ojos,0.639,0.275,tango
Los Solistas,Homenaje A Juan D'Arienzo,Esta Noche Me Emborrach,0.731,0.385,tango
Sandra Luna;Juan Esteban Cuacci,Solos,Anclao en París,0.587,0.443,tango
Amelita Baltar;Pedro Aznar,El Nuevo Rumbo,Sería Facil Decir,0.574,0.481,tango
Ariel Ardit;Orquesta Tipica,A los Cantores (En Vivo),Mariposita - En Vivo,0.469,0.554,tango
Carlos Gardel,Celebridades,Adiós Muchachos,0.728,0.264,tango
Ariel Ardit;Orquesta Tipica,A los Cantores (En Vivo),La Luz de un Fósforo - En Vivo,0.505,0.436,tango
Sandra Luna,Cuando Llora Mi Guitarra,Cuando Llora Mi Guitarra,0.558,0.65,tango
Nelly Omar,Nelly Omar - Desde el alma,Barrio pobre,0.608,0.389,tango
Carlos Gardel,"Mano a Mano, 1927",Milonga Sentimental,0.674,0.175,tango
Juan D'Arienzo;Alberto Echagüe,Juan D'arienzo y Alberto Echague,Y Suma y Sigue,0.64,0.75,tango
Carlos Gardel,Canta El Zorzal,Volver,0.333,0.254,tango
Enrique Rodríguez,"Aquellas Lindas Melodías, Vol. 8",El Sombrero,0.674,0.461,tango
Carlos Gardel,Tango Collection,El Día Que Me Quieras,0.313,0.242,tango
Carlos Gardel,El Album De Oro De Carlos Gardel,Volvió Una Noche,0.452,0.253,tango
Carlos Gardel,"100 Tangos, Vol. 4",Vovler,0.528,0.377,tango
Carlos Gardel,El Album De Oro De Carlos Gardel,Tomo Y Obligo,0.722,0.403,tango
Carlos Gardel,Carlos Gardel - Sus Mejores Tangos,Sus Ojos Se Cerraron,0.508,0.396,tango
Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,Maestros Del Tango,Tinta Roja (with Roberto Goyeneche),0.508,0.34,tango
Soledad Villamil,Morir de Amor,La Canción y el Poema (Morir de Amor),0.716,0.482,tango
Roberto Goyeneche,Roberto Goyeneche: Cantor de Mi Barrio,Bandoneon Arrabalero,0.387,0.475,tango
Malena Muyala,Viajera,Pedacito De Cielo,0.562,0.185,tango
Julio Sosa;Leopoldo Federico y su Orquesta,El Firulete,Viejo Rincón (with Leopoldo Federico y Su Orquesta),0.45,0.66,tango
Jorge Falcón,El Amor Desolado,Quiero Verte Una Vez Más - Remasterizado,0.289,0.399,tango
Alberto Podestá;Rodolfo Lezica;Agustin Magaldi;Alberto Morán;Jorge Durán;Carlos Almada;Enrique Campos;Jorge Vidal;Mariano Leyes;Oscar Larroca;Armando Moreno;Alberto Marino,Grandes cantores del tango,El bazar de los juguetes,0.522,0.352,tango
Julio Sosa;Leopoldo Federico y su Orquesta,El Firulete,Nada (with Leopoldo Federico y Su Orquesta),0.401,0.653,tango
Tita Merello;Francisco Canaro,Tita De Buenos Aires,"Tranquilo, Viejo, Tranquilo",0.675,0.435,tango
Libertad Lamarque,Tesoros De Coleccion - Libertad Lamarque,Tango Negro,0.532,0.386,tango
Julio Sosa,Julio Sosa: Discografía Completa Vol.1,Pa Que Sepan Como Soy,0.527,0.667,tango
Roberto Goyeneche;Baffa-Berlingieri y su Orquesta,15 Grandes Exitos - Los Discos De Oro De Roberto Goyeneche,Desencuentro (with Baffa-Berlingieri y su Orquesta),0.487,0.398,tango
Roberto Goyeneche;Orquesta Tipica Porteña,Antologia Roberto Goyeneche,Mano a Mano (with Orquesta Tipica Porteña),0.5,0.406,tango
Julio Sosa,Presentando a Julio Sosa,En Esta Tarde Gris,0.429,0.548,tango
Roberto Goyeneche,La Última Curda,La Última Curda,0.486,0.331,tango
Olavi Virta,20 Suosikkia / Hopeinen kuu,Hopeinen kuu - Guarda che luna,0.444,0.367,tango
Carlos Gardel,Los Exitos De Sus Peliculas,Rubias De New York,0.561,0.271,tango
Carlos Di Sarli,"Tangos para Aficionados, Vol. 1",La Cachula,0.656,0.222,tango
Roberto Goyeneche;Raúl Garello y su Orquesta,Antologia Roberto Goyeneche,Malevaje (with Raúl Garello y su Orquesta),0.505,0.419,tango
Roberto Goyeneche;Orquesta Tipica Porteña,15 Grandes Exitos - Los Discos De Oro De Roberto Goyeneche,Cafetín de Buenos Aires (with Orquesta Tipica Porteña),0.473,0.447,tango
Julio Sosa,El varón del tango (Remastered),Recordándote - Remastered,0.511,0.45,tango
Roberto Goyeneche;Armando Pontier y su Orquesta Tipica,15 Grandes Exitos - Los Discos De Oro De Roberto Goyeneche,La Última Curda (with Armando Pontier y su Orquesta Tipica),0.56,0.252,tango
Alberto Castillo,"Tangos para Aficionados, Vol. 1",Nubes de Humo,0.53,0.31,tango
Tita Merello,Se Dice De Mi,Niño Bien,0.751,0.406,tango
Roberto Goyeneche;Adriana Varela,La Última Curda,Garganta Con Arena,0.436,0.262,tango
Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica,Cantor de Pueblo: Roberto Goyeneche,Afiches (with Atilio Stampone y su Orquesta Tipica),0.35,0.28,tango
Tita Merello,Éxitos de la Morocha Argentina,Los Amores con la Crisis,0.598,0.329,tango
Alfredo De Angelis;Rodi Néstor;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,El Choclo,0.637,0.511,tango
Argentino Ledesma;Orquesta de Héctor Varela,Imprescindibles,Fueron Tres Años,0.442,0.39,tango
Alfredo De Angelis;Orquesta de Alfredo De Angelis;Carlos Dante,Los 25 Mejores Tangos,Tus Besos Fueron Míos,0.479,0.405,tango
Carlos Gardel,The Very Best,Por Una Cabeza,0.387,0.258,tango
Astor Piazzolla,La Cumparsita,Adiós,0.352,0.225,tango
Aníbal Troilo Y Su Orquesta Típica,El Polaco Y Yo,La Ultima Curda - 1° Version,0.506,0.318,tango
Los Solistas,Homenaje A Juan D'Arienzo Vol 2,Carton Junao,0.767,0.458,tango
Sexteto Milonguero,Pa' Que Bailen,Café Domínguez,0.67,0.367,tango
Miguel Montero,Antiguo Reloj De Cobre,El Retrato De Mama,0.403,0.383,tango
Carlos Gardel,"Su Buenos Aires Querido - Su Obra Integral, Vol. 1",Melodía de Arrabal,0.68,0.223,tango
Carlos Gardel,Celebridades,Volver,0.504,0.308,tango
Teuvo Oinas,Tanssikengät,Kulkurin Saappaat,0.308,0.832,tango
Carlos Gardel,El Album De Oro De Carlos Gardel,Como Abrazado A Un Rencor,0.705,0.258,tango
Juan D'Arienzo,"(1937), Vol. 3",Paciencia,0.819,0.223,tango
Juan D'Arienzo;Alberto Echagüe,Juan D'arienzo y Alberto Echague,Amarroto,0.624,0.671,tango
Carlos Gardel,100 Anos,Esta Noche Me Emborracho,0.712,0.279,tango
Alfredo Gobbi,Presentando a Alfredo Gobbi,Si Sos Brujo,0.555,0.396,tango
Julio Sosa,Secreto (En Vivo),Secreto - En Vivo,0.374,0.576,tango
Astor Piazzolla,Piazzolla Tangos 6,Onda Nueve,0.398,0.365,tango
Lidia Borda;Orquesta El Arranque,Tal Vez Será Su Voz,Vida mía,0.434,0.411,tango
Carlos Gardel,Los Exitos De Sus Peliculas,Amargura,0.571,0.156,tango
Ariel Ardit;Orquesta Tipica,A los Cantores (En Vivo),Barrio de Tango - En Vivo,0.532,0.355,tango
Roberto Goyeneche,Berretín,Berretin,0.358,0.51,tango
Julio Sosa,Varón (Remastered),Tarde - Remastered,0.443,0.562,tango
Alberto Castillo,Los Cien Barrios Porteños,Muñeca Brava,0.651,0.332,tango
Aníbal Troilo,Los Tangos del Pichuco (Remastered),Danzarín - Remastered,0.411,0.262,tango
Juan D'Arienzo;Alberto Echagüe,Juan D'arienzo y Alberto Echague,El Nene del Abasto,0.662,0.629,tango
Edmundo Rivero,El Rey del Tango (Remastered),Juan Porteño - Remastered,0.669,0.445,tango
Marko Maunuksela,Kaunista ja hyvää,Kaunista ja hyvää,0.478,0.693,tango
Alberto Marino,La Voz De Oro Del Tango,Maria,0.531,0.311,tango
Pepe Aguirre,Dejame morir,Jornalero,0.723,0.258,tango
Susana Rinaldi,En El Underground,En Ese Ayer/Ventarrón,0.58,0.292,tango
Alfredo De Angelis;Oscar Larroca,Medallita De La Suerte,Medallita De La Suerte,0.569,0.438,tango
Alfredo De Angelis,Tango Classics 063: Chorra,Volvamos a empezar,0.531,0.23,tango
Francisco Canaro;Ada Falcón;Charlo,"Tangos para Aficionados, Vol. 1",Casas Viejas,0.567,0.271,tango
Tita Merello;Francisco Canaro Y Su Orquesta Tipica,Serie De Oro,Cambalache,0.648,0.366,tango
Francisco Canaro,"Tangos para Aficionados, Vol. 1",Madreselva,0.698,0.159,tango
Francisco Canaro;Gardel,"Tangos para Aficionados, Vol. 1",Silencio,0.541,0.22,tango
Aníbal Troilo,"Tangos para Aficionados, Vol. 1",Tinto Verde,0.584,0.212,tango
Olavi Virta;Lauluyhtye Nordias;Jaakko Salon orkesteri,Hopeinen kuu,Hopeinen kuu,0.269,0.372,tango
La Chicana,Antihéroes y Tumbas (Historias del Gótico Surero),Bailarina Rota,0.523,0.281,tango
Jorge Falcón,Mis 30 Mejores Tangos,Después Si Querés Hablá,0.456,0.559,tango
Julio Sosa;Leopoldo Federico y su Orquesta,El Firulete,Qué Solo Estoy (with Leopoldo Federico y Su Orquesta),0.497,0.635,tango
Julio Sosa;Armando Pontier y su Orquesta,Cambalache,Al Mundo Le Falta un Tornillo (with Armando Pontier y su Orquesta),0.607,0.489,tango
Roberto Goyeneche;Orquesta Tipica Porteña,Antologia Roberto Goyeneche,Cambalache (with Orquesta Tipica Porteña),0.532,0.473,tango
Tita Merello,Arrabalera,Se dice de mi,0.465,0.437,tango
Roberto Goyeneche;Baffa-Berlingieri y su Orquesta,Antologia Roberto Goyeneche,El Último Café (with Baffa-Berlingieri y su Orquesta),0.454,0.466,tango
Roberto Goyeneche;Orquesta Típica Porteña,Cambalache,Cambalache (with Orquesta Tipica Porteña),0.568,0.52,tango
Juan D'Arienzo,Orquesta Juan D' Arienzo - La cumparsita,Felicia,0.78,0.277,tango
Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica,Roberto Goyeneche Interpreta A Homero Exposito - Serie Argentinisima,Naranjo en Flor (with Atilio Stampone y su Orquesta Tipica),0.463,0.386,tango
Alfredo De Angelis;Orquesta de Alfredo De Angelis;Juan Carlos Godoy,Los 25 Mejores Tangos,Quien Tiene Tu Amor,0.565,0.262,tango
Alfredo De Angelis;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,Caminito,0.672,0.201,tango
Alfredo De Angelis;Dante Carlos;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,Fumando Espero,0.628,0.38,tango
Astor Piazzolla;Amelita Baltar;Héctor De Rosas,"Maria de Buenos Aires, Vol. 2",Aria de los Analistas,0.421,0.285,tango
Astor Piazzolla,Adios Nonino 1969-1984,Adios Nonino,0.267,0.186,tango
Carolina Winograd;Alejandro Drago;Federico Biraben,Después,Mano a Mano,0.626,0.289,tango
Carlos Gardel,TANGO Latino – Por una cabeza vol. 02,Desden,0.748,0.238,tango
Carlos Gardel,Carlos Gardel - Sus Mejores Tangos,La Milonga,0.586,0.249,tango
Eladia Blazquez,Serie De Oro,Adios Nonino,0.213,0.334,tango
Héctor Varela y su Orquesta Típica,Archivo Columbia : Hector Varela Vol.1,Gota De Lluvia - Vals,0.55,0.55,tango
Astor Piazzolla;Fernando Suárez Paz;Pablo Ziegler;Oscar López Ruiz;Héctor Console,Libertango,Muerte del Angel,0.463,0.635,tango
Domingo Federico,"Grandes Cantores: Grandes orquestas, Vol. 2",Al compras del corazon,0.596,0.349,tango
Amelita Baltar;Astor Piazzolla,Amelita Baltar Interpreta A A. Piazzolla,Chiquilín de Bachín (with Astor Piazzolla),0.431,0.306,tango
Aníbal Troilo;Floreal Ruiz,Tinta Roja,Romance De Barrio,0.448,0.546,tango
Carlos Gardel,La Tropilla,Por Una Cabeza,0.414,0.265,tango
Charlo,Presentando a Charlo,Yo También Soñé,0.648,0.237,tango
Charlo,Presentando a Charlo,Ave de Paso,0.545,0.265,tango
Astor Piazzolla;Joel Fan,West of the Sun: Music of the Americas,3 Préludes: 3 Preludes: No. 2. Flora's game: Milonga,0.246,0.0547,tango
Jaska Mäkynen,Elämän tie,Yötuulen viesti,0.509,0.511,tango
Olavi Virta,Unohtumattomat,Metsäkukkia,0.451,0.152,tango
Cacho Tirao,Los Esenciales,"Danza Húngara, No. 5",0.455,0.244,tango
Adriana Varela,Tangos de Lengue,Anclao en París,0.673,0.313,tango
Hugo Del Carril,Solo Tango,Nostalgias,0.548,0.165,tango
Pepe Aguirre,Solo un recuerdo,Dolor de ausencia,0.702,0.315,tango
Carlos Gardel,El Album De Oro De Carlos Gardel,Anclao En París,0.697,0.439,tango
Juan D'Arienzo;Alberto Echagüe,Juan D'arienzo y Alberto Echague,Bien Pulenta,0.58,0.65,tango
Susana Rinaldi;Leopoldo Federico,Vos y yo,Malena,0.478,0.19,tango
Carlos Gardel,Carlos Gardel - Sus Mejores Tangos,Malevaje,0.631,0.391,tango
Jaska Mäkynen,Espanjan Yöt,Miehen mittainen tie,0.632,0.702,tango
Roberto Goyeneche,Che Bandoneón,Melodia De Arrabal,0.59,0.518,tango
Ricardo Tanturi;Enrique Campos,Presentando a Ricardo Tanturi,Oigo Tu Voz,0.549,0.28,tango
Roberto Goyeneche,Naranjo En Flor,Pampero,0.454,0.384,tango
Roberto Goyeneche,Tango Feroz (Original Motion Picture Soundtrack),Malevaje,0.51,0.543,tango
Carlos Gardel,Los Exitos De Sus Peliculas,Golondrinas,0.499,0.267,tango
Roberto Goyeneche,Vivo y Chamuyando,Naranjo en Flor,0.371,0.426,tango
Jaska Mäkynen,Espanjan Yöt,Sinulle syntymäpäivänäsi,0.316,0.465,tango
Orquesta Color Tango De Roberto Alvarez,Tango a Pugliese Con estilo para bailar Vol. 3,Primavera porteña,0.491,0.285,tango
Julio Sosa;Orquesta de Leopoldo Federico,20 Great Tangos,Que Me Quiten Lo Bailao,0.5,0.582,tango
Alberto Podestá;Rodolfo Lezica;Agustin Magaldi;Alberto Morán;Jorge Durán;Carlos Almada;Enrique Campos;Jorge Vidal;Mariano Leyes;Oscar Larroca;Armando Moreno;Alberto Marino,Grandes cantores del tango,Antiguo reloj de cobre,0.54,0.409,tango
Roberto Goyeneche;Baffa-Berlingieri y su Orquesta Típica,15 Grandes Exitos - Los Discos De Oro De Roberto Goyeneche,Pompas De Jabón,0.504,0.387,tango
Malena Muyala,Temas Pendientes,Como Dos Extraños,0.517,0.102,tango
Adriana Varela;Fito Páez;Paula Pomeraniek,Avellaneda,La Despedida (feat. Fito Páez & Paula Pomeraniek),0.307,0.308,tango
Alfredo De Angelis;Juan Carlos Godoy,"Alfredo de Angelis, Vol. 2",Obsesión,0.717,0.353,tango
Jorge Falcón,Mis 30 Mejores Tangos,Me Han Prohibido Quererte,0.417,0.36,tango
Julio Sosa,"100 Tangos, Vol. 4",Un Alma Buena,0.456,0.744,tango
Alfredo De Angelis,Yo Soy El Tango,Mi Dolor,0.655,0.4,tango
Libertad Lamarque;Pedro Vargas,Tesoros De Coleccion - Libertad Lamarque,Parece Que Fue Ayer (with Pedro Vargas),0.533,0.35,tango
Julio Sosa;Leopoldo Federico y su Orquesta,Reciedumbre Y Ternura,Soledad (with Leopoldo Federico y Su Orquesta),0.501,0.663,tango
Alfredo De Angelis;Oscar Larroca,De Igual a Igual,Como Nos Cambia la Vida,0.711,0.41,tango
Adriana Varela,Vuelve el Tango,Volver,0.555,0.0805,tango
Alfredo De Angelis;Carlos Dante;Julio Martel;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,Pobre Flor,0.686,0.437,tango
Alfredo De Angelis;Ruiz Floreal;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,Marioneta,0.706,0.194,tango
Juan D'Arienzo,Milongas para Bailar,El Esquinazo - Instrumental,0.814,0.5,tango
Roberto Goyeneche,Vivo y Chamuyando,Sur,0.395,0.358,tango
Astor Piazzolla;Amelita Baltar,"Maria de Buenos Aires, Vol. 2",Milonga de la Anunciación,0.424,0.379,tango
Aníbal Troilo;Floreal Ruiz,Tinta Roja,Adios Pampa mia,0.423,0.547,tango
Lucio Demare,Valses y Milongas,Tortazos (Milonga),0.637,0.299,tango
Eladia Blazquez,Con las Alas del Alma,Siempre Se Vuelve a Bs. As.,0.428,0.34,tango
Donato Racciatti y Su Orquesta Típica;Nina Miranda,Lo Mejor,Gloria,0.668,0.477,tango
Lucio Demare;Horacio Quintana,Lucio Demare,Torrente,0.568,0.292,tango
Lidia Borda;Orquesta El Arranque,Tal vez serà su voz,Tal vez sera su voz,0.396,0.3,tango
Aníbal Troilo;Roberto Grela,Tinta Roja,La Cumparsita,0.43,0.25,tango
Lucio Demare;Raúl Berón,Lucio Demare,Una Emoción,0.59,0.299,tango
Orquesta Juan D' Arienzo,Orquesta Juan D' arienzo - La puñalada,Canaro en Paris,0.679,0.466,tango
Alberto Morán;Julio De Caro;Orquesta Osvaldo Pugliese,Principe (1946-1947),El mareo,0.502,0.152,tango
Amelita Baltar;Aldo Saralegui,El Nuevo Rumbo,Fruta Amarga,0.558,0.39,tango
Héctor Varela;Argentino Ledesma,Serie De Oro,Moneda De Cobre,0.551,0.285,tango
Carlos Gardel,La Historia Completa De Carlos Gardel - Volumen 30,Tiempos Viejos,0.694,0.197,tango
El Cachivache Quinteto,El Sueño del Pibe Canta Maradona,El Sueño del Pibe Canta Maradona,0.609,0.326,tango
Juan D'Arienzo;Alberto Echagüe,Juan D'arienzo y Alberto Echague,Sarampion,0.659,0.712,tango
Pepe Aguirre,Solo un recuerdo,Naufragio,0.72,0.175,tango
Juan D'Arienzo y su Orquesta Típica,Archivo RCA: La Década del '50 - Juan D'Arienzo,Trago Amargo,0.746,0.486,tango
Francisco Lomuto,The Roots of Tango - Nostalgias,Nostalgias,0.671,0.192,tango
Julio Sosa,Varón (Remastered),María - Remastered,0.313,0.481,tango
Alfredo De Angelis;Oscar Larroca;Carlos Dante,Tango Classics 062: Como nos cambia la vida,Prohibido,0.466,0.425,tango
Omar Mollo,Tangazos,Se Tiran Conmigo,0.48,0.554,tango
Otros Aires,Tricota,Quisiera Que Estes Conmigo,0.319,0.66,tango
Esko Rahkonen,(MM) Syvä kuin meri,Kotiseutu Pohjolassa,0.498,0.55,tango
Susana Rinaldi,La Tana Con Todo,Malevaje,0.491,0.188,tango
Julio Sosa,Varón (Remastered),Bien bohemio - Remastered,0.529,0.363,tango
Juan Carlos Caceres,Tango Negro,Otra Vez,0.352,0.157,tango
Teemu Roivainen;Saara Aalto,Sydämesi tyhjä huone,Sydämesi tyhjä huone (feat. Saara Aalto),0.35,0.472,tango
Carlos Lombardi;Los Românticos De La Noche,Lo Mejor Del Tango,Nostalgias,0.35,0.262,tango
Julio Sosa,Varón (Remastered),Mala suerte - Remastered,0.559,0.401,tango
Sexteto Mayor,Embajadores Del Tango (Grabado En Vivo En Alemania),Seleccion De Milongas,0.428,0.338,tango
Edmundo Rivero;Horacio Salgán,Sur (Remastered),La casita de mis viejos - Remastered,0.442,0.346,tango
Jorge Falcón,Para Todos... Con Amor,Y Todavía Te Quiero,0.462,0.567,tango
Ricardo Tanturi;Enrique Campos,Presentando a Ricardo Tanturi,La Abandoné Y No Sabía,0.656,0.252,tango
Tita Merello,Serie De Oro,Llamarada Pasional,0.609,0.298,tango
Julio Sosa;Leopoldo Federico y su Orquesta,Esenciales,Total Pa' Que Sirvo (with Leopoldo Federico y Su Orquesta),0.429,0.71,tango
Carlos Gardel,Los Exitos De Sus Peliculas,Criollita Deci Que Si,0.453,0.285,tango
Olavi Virta,Olavi Virta,Vihreät niityt - Green Fields,0.329,0.126,tango
Tango Bardo,Del sur,Quejas de bandoneon,0.48,0.525,tango
Reijo Taipale,Reijo Taipale,Tähdet meren yllä,0.551,0.36,tango
Julio Sosa,Grandes Éxitos De,Madame Ivone,0.492,0.535,tango
Julio Sosa,Grandes Éxitos De,Tiempos Viejos,0.627,0.374,tango
Julio Sosa;Leopoldo Federico y su Orquesta,Esenciales,Lloró Como una Mujer (with Leopoldo Federico y Su Orquesta),0.455,0.626,tango
Adriana Varela;Roberto Goyeneche,Vuelve el Tango,Balada para un Loco,0.366,0.245,tango
Alfredo De Angelis;Oscar Larroca,Medallita De La Suerte,Y Todavía Te Quiero,0.58,0.354,tango
Julio Sosa,El varón del tango (Remastered),Sus ojos se cerraron - Remastered,0.379,0.438,tango
Argentino Ledesma,Argentino Ledesma - Fumando espero,Fumando espero,0.594,0.444,tango
Miguel Calo;Raúl Berón,"Tangos para Aficionados, Vol. 1",Carazon No la Hagas Caso,0.677,0.168,tango
Juan D'Arienzo;Alberto Echagüe,Milongas para Bailar,Meta Fierro,0.747,0.597,tango
Carlos Gardel,Joyas Remasterizadas 3,Yira Tira,0.587,0.499,tango
Orquesta Tipica Buenos Aires,La Cumparsita,Caminito,0.526,0.347,tango
Lucio Demare;Raúl Berón,Al Pasar,Una Emoción,0.565,0.302,tango
Eladia Blazquez,Serie De Oro,La Voz De Buenos Aires,0.467,0.327,tango
Ariel Ardit;Andrés Linetzky,"Intimos, Vol. 1 en vivo en Bebop",Fuimos - En Vivo,0.429,0.202,tango
Carlos Gardel,La Historia Completa De Carlos Gardel - Volumen 21,Milonga Del 900,0.7,0.22,tango
Mariano Mores,Mariano Mores,La Cumparsita,0.379,0.355,tango
Orquesta Tipica Fernandez Fierro,Ahora y Siempre,Subrealidad,0.699,0.441,tango
Francisco Canaro Y Su Orquesta Tipica;Juan Carlos Rolón,From Argentina To The World,Casas Viejas,0.532,0.212,tango
Tango Bardo,Rustico,Tigre viejo,0.512,0.442,tango
Carlos Gardel,El Album De Oro De Carlos Gardel,Leguisamo Solo,0.676,0.384,tango
Juan D'Arienzo;Armando Laborde,Tango Classics 235: Magdala,Color Cielo,0.537,0.269,tango
Julio Sosa,Mejores Exitos,Canchero,0.501,0.694,tango
Julio Sosa,Selección Especial (Remastered),Che Papusa Oi - Remastered,0.473,0.615,tango
Ángel Vargas,Presentando a Ángel Vargas,El Choclo,0.811,0.357,tango
Armando Pontier,Presentando a Armando Pontier,Tiempos Viejos,0.74,0.46,tango
Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,Maestros Del Tango,Sur,0.442,0.382,tango
Olavi Virta,Olavi Virta,Kultainen nuoruus,0.366,0.31,tango
Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica,Esenciales,Naranjo en Flor (with Atilio Stampone y su Orquesta Tipica),0.443,0.388,tango
Quadro Nuevo,Von guten Mächten wunderbar geborgen,Von guten Mächten wunderbar geborgen,0.593,0.131,tango
Juan D'Arienzo,Glorias Del Tango: D'Arienzo Vol. 1,Cuatro Palabras,0.665,0.557,tango
Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,Maestros Del Tango,En Esta Tarde Gris,0.437,0.301,tango
Quinteto Pirincho,Bailando Tango,El Entrerriano,0.787,0.36,tango
Astor Piazzolla;Gidon Kremer;Kremerata Baltica,Eight Seasons: Astor Piazzolla - Four Seasons of Buenos Aires; Vivaldi - Four Seasons,Piazzolla / Arr Desyatnikov : Verano Porteño,0.381,0.15,tango
Malena Muyala,Viajera,Pena Mulata,0.694,0.292,tango
Francisco Canaro;Fransisco Amor,Glorias Del Tango: Francisco Canaro Vol. 1,Bajo El Cielo Azul,0.482,0.506,tango
Guillermo Fernández;Walter Laborde,De Criollos y Tangueros,Payada Gardel-Razzano,0.601,0.394,tango
Alberto Castillo,Mis 30 Mejores Tangos,Cucusita,0.564,0.258,tango
Julio Sosa,Yo soy aquel muchacho (Remastered),Siga el corso - Remastered,0.383,0.533,tango
Los Reyes Del Tango,A Don Juan,Loca,0.533,0.372,tango
Juan D'Arienzo;Alberto Echagüe,50 Tangazos,Cambalache,0.621,0.439,tango
Maria Graña;Mercedes Sosa,María,Naranjo en Flor (feat. Mercedes Sosa),0.38,0.0695,tango
Orquesta Color Tango De Roberto Alvarez,Tango a Pugliese Con estilo para bailar Vol. 3,Tu pálida voz,0.343,0.414,tango
"Amores Tangos;Negro Falótico;""Pepo"" San Martín",Fronterabierta,Vuelvo al sur,0.37,0.467,tango
Alfredo De Angelis;Lalo Martel,Coleccion Aniversario,Muñeca Brava,0.664,0.38,tango
Julio Sosa;Armando Pontier y su Orquesta,Esenciales,Silbando (with Armando Pontier y su Orquesta),0.556,0.333,tango
